customer_id,age,age_band,gender,item_purchased,category,purchase_amount_usd,location,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,discount_flag,subscriber_flag,repeat_customer_flag,purchase_cycle_days,customer_segment,revenue_per_purchase_day
3184,50,50+,Female,Sneakers,Footwear,56,Mississippi,Winter,3.5,No,Standard,No,14,Cash,Every 3 Months,False,False,True,90.0,New or occasional,0.6222222222222222
3185,61,50+,Female,Sweater,Clothing,53,Hawaii,Spring,4.2,No,2-Day Shipping,No,30,Venmo,Quarterly,False,False,True,90.0,New or occasional,0.5888888888888889
3186,52,50+,Female,Skirt,Clothing,71,Ohio,Fall,4.7,No,Express,No,6,PayPal,Annually,False,False,False,30.0,New or occasional,2.3666666666666667
3187,38,35-49,Female,Jewelry,Accessories,93,Virginia,Winter,4.8,No,Store Pickup,No,43,Venmo,Annually,False,False,True,30.0,Loyal high-value,3.1
3188,67,50+,Female,Blouse,Clothing,72,Texas,Winter,3.2,No,Free Shipping,No,28,Debit Card,Weekly,False,False,True,7.0,Loyal high-value,10.285714285714286
3189,42,35-49,Female,Blouse,Clothing,59,Vermont,Winter,3.5,No,Standard,No,39,Bank Transfer,Monthly,False,False,True,30.0,New or occasional,1.9666666666666666
3190,25,25-34,Female,Boots,Footwear,87,Kansas,Summer,4.2,No,Store Pickup,No,30,PayPal,Bi-Weekly,False,False,True,14.0,Loyal high-value,6.214285714285714
3191,41,35-49,Female,Jeans,Clothing,78,California,Fall,3.4,No,Free Shipping,No,5,Credit Card,Fortnightly,False,False,False,14.0,New or occasional,5.571428571428571
3192,62,50+,Female,Hoodie,Clothing,68,Mississippi,Winter,4.7,No,Store Pickup,No,42,Credit Card,Every 3 Months,False,False,True,90.0,Loyal high-value,0.7555555555555555
3193,19,Under 25,Female,Sweater,Clothing,76,Iowa,Fall,3.0,No,Free Shipping,No,20,Cash,Fortnightly,False,False,True,14.0,New or occasional,5.428571428571429
3194,63,50+,Female,Gloves,Accessories,99,Virginia,Winter,4.0,No,Express,No,35,Credit Card,Fortnightly,False,False,True,14.0,Loyal high-value,7.071428571428571
3195,43,35-49,Female,Sneakers,Footwear,52,Maryland,Summer,4.6,No,Standard,No,10,Credit Card,Bi-Weekly,False,False,True,14.0,New or occasional,3.7142857142857144
3196,68,50+,Female,Sunglasses,Accessories,58,Missouri,Spring,4.9,No,Next Day Air,No,36,Credit Card,Quarterly,False,False,True,90.0,New or occasional,0.6444444444444445
3197,24,Under 25,Female,Belt,Accessories,59,Wisconsin,Winter,2.8,No,Express,No,21,Debit Card,Fortnightly,False,False,True,14.0,New or occasional,4.214285714285714
3198,27,25-34,Female,Sweater,Clothing,71,Maine,Spring,3.2,No,Free Shipping,No,29,Credit Card,Every 3 Months,False,False,True,90.0,Loyal high-value,0.7888888888888889
3199,61,50+,Female,Gloves,Accessories,94,Pennsylvania,Winter,2.8,No,Free Shipping,No,39,Debit Card,Weekly,False,False,True,7.0,Loyal high-value,13.428571428571429
3200,59,50+,Female,Handbag,Accessories,40,Maine,Winter,4.2,No,Express,No,16,PayPal,Monthly,False,False,True,30.0,New or occasional,1.3333333333333333
3201,67,50+,Female,Socks,Clothing,24,Missouri,Spring,4.8,No,Free Shipping,No,32,Credit Card,Monthly,False,False,True,30.0,New or occasional,0.8
3202,46,35-49,Female,Pants,Clothing,38,Vermont,Fall,2.8,No,2-Day Shipping,No,34,Cash,Monthly,False,False,True,30.0,New or occasional,1.2666666666666666
3203,65,50+,Female,Scarf,Accessories,37,Wisconsin,Fall,4.5,No,Standard,No,38,Venmo,Annually,False,False,True,30.0,New or occasional,1.2333333333333334
3204,63,50+,Female,Coat,Outerwear,29,New Jersey,Spring,4.1,No,Express,No,14,Venmo,Annually,False,False,True,30.0,New or occasional,0.9666666666666667
3205,57,50+,Female,Jacket,Outerwear,92,New Mexico,Fall,4.3,No,Free Shipping,No,23,Debit Card,Bi-Weekly,False,False,True,14.0,New or occasional,6.571428571428571
3206,40,35-49,Female,Hoodie,Clothing,24,Colorado,Fall,4.4,No,2-Day Shipping,No,50,Bank Transfer,Every 3 Months,False,False,True,90.0,New or occasional,0.26666666666666666
3207,36,35-49,Female,Boots,Footwear,52,California,Winter,3.0,No,Free Shipping,No,49,PayPal,Monthly,False,False,True,30.0,New or occasional,1.7333333333333334
3208,67,50+,Female,Socks,Clothing,29,Arizona,Summer,2.7,No,Next Day Air,No,14,PayPal,Annually,False,False,True,30.0,New or occasional,0.9666666666666667
3209,61,50+,Female,Jewelry,Accessories,30,Indiana,Winter,3.3,No,2-Day Shipping,No,42,PayPal,Weekly,False,False,True,7.0,New or occasional,4.285714285714286
3210,64,50+,Female,Shoes,Footwear,31,Arkansas,Fall,4.3,No,Standard,No,39,Debit Card,Annually,False,False,True,30.0,New or occasional,1.0333333333333334
3211,30,25-34,Female,Socks,Clothing,67,Nevada,Summer,2.9,No,Express,No,43,Venmo,Bi-Weekly,False,False,True,14.0,Loyal high-value,4.785714285714286
3212,53,50+,Female,Pants,Clothing,65,Rhode Island,Winter,4.9,No,Standard,No,12,Cash,Monthly,False,False,True,30.0,New or occasional,2.1666666666666665
3213,27,25-34,Female,Sneakers,Footwear,22,Wyoming,Winter,3.6,No,2-Day Shipping,No,21,Debit Card,Weekly,False,False,True,7.0,New or occasional,3.142857142857143
3214,27,25-34,Female,Sunglasses,Accessories,56,Texas,Winter,3.3,No,Standard,No,33,Credit Card,Monthly,False,False,True,30.0,New or occasional,1.8666666666666667
3215,53,50+,Female,Skirt,Clothing,78,Washington,Spring,3.1,No,Free Shipping,No,6,Debit Card,Annually,False,False,False,30.0,New or occasional,2.6
3216,34,25-34,Female,Coat,Outerwear,90,Rhode Island,Summer,2.7,No,Free Shipping,No,10,PayPal,Every 3 Months,False,False,True,90.0,New or occasional,1.0
3217,39,35-49,Female,Hoodie,Clothing,85,Illinois,Winter,3.4,No,Next Day Air,No,18,Cash,Weekly,False,False,True,7.0,New or occasional,12.142857142857142
3218,44,35-49,Female,Sunglasses,Accessories,58,Oregon,Fall,3.4,No,Express,No,46,Venmo,Weekly,False,False,True,7.0,New or occasional,8.285714285714286
3219,37,35-49,Female,Skirt,Clothing,34,Florida,Fall,3.9,No,Express,No,49,PayPal,Monthly,False,False,True,30.0,New or occasional,1.1333333333333333
3220,57,50+,Female,Coat,Outerwear,40,Kansas,Summer,3.5,No,2-Day Shipping,No,39,Credit Card,Weekly,False,False,True,7.0,New or occasional,5.714285714285714
3221,38,35-49,Female,Handbag,Accessories,29,North Dakota,Fall,4.1,No,Free Shipping,No,16,Cash,Monthly,False,False,True,30.0,New or occasional,0.9666666666666667
3222,21,Under 25,Female,T-shirt,Clothing,76,New Hampshire,Winter,3.2,No,Standard,No,28,Cash,Annually,False,False,True,30.0,Loyal high-value,2.533333333333333
3223,45,35-49,Female,Sunglasses,Accessories,84,Texas,Fall,4.6,No,Store Pickup,No,22,PayPal,Quarterly,False,False,True,90.0,New or occasional,0.9333333333333333
3224,68,50+,Female,Shirt,Clothing,65,Montana,Spring,3.9,No,Standard,No,36,Venmo,Bi-Weekly,False,False,True,14.0,Loyal high-value,4.642857142857143
3225,37,35-49,Female,Hoodie,Clothing,80,Delaware,Winter,2.7,No,Free Shipping,No,18,PayPal,Monthly,False,False,True,30.0,New or occasional,2.6666666666666665
3226,53,50+,Female,Blouse,Clothing,98,New Hampshire,Fall,3.0,No,Store Pickup,No,31,Credit Card,Weekly,False,False,True,7.0,Loyal high-value,14.0
3227,57,50+,Female,Sneakers,Footwear,71,Minnesota,Spring,3.3,No,Next Day Air,No,38,Bank Transfer,Fortnightly,False,False,True,14.0,Loyal high-value,5.071428571428571
3228,28,25-34,Female,Scarf,Accessories,69,Alaska,Fall,2.7,No,Free Shipping,No,42,Debit Card,Quarterly,False,False,True,90.0,Loyal high-value,0.7666666666666667
3229,37,35-49,Female,Jewelry,Accessories,95,Connecticut,Spring,4.6,No,2-Day Shipping,No,27,PayPal,Annually,False,False,True,30.0,Loyal high-value,3.1666666666666665
3230,54,50+,Female,Pants,Clothing,67,Connecticut,Fall,2.7,No,Express,No,24,Cash,Monthly,False,False,True,30.0,New or occasional,2.2333333333333334
3231,49,35-49,Female,Sneakers,Footwear,49,Kansas,Summer,2.5,No,Next Day Air,No,38,Debit Card,Annually,False,False,True,30.0,New or occasional,1.6333333333333333
3232,62,50+,Female,Shoes,Footwear,97,Nevada,Winter,4.4,No,Free Shipping,No,9,Credit Card,Annually,False,False,False,30.0,New or occasional,3.2333333333333334
3233,45,35-49,Female,T-shirt,Clothing,34,Massachusetts,Spring,4.0,No,Next Day Air,No,19,Bank Transfer,Monthly,False,False,True,30.0,New or occasional,1.1333333333333333
3234,45,35-49,Female,Belt,Accessories,74,Indiana,Fall,3.8,No,Express,No,11,Debit Card,Bi-Weekly,False,False,True,14.0,New or occasional,5.285714285714286
3235,49,35-49,Female,Jewelry,Accessories,96,Washington,Winter,2.5,No,2-Day Shipping,No,16,Debit Card,Quarterly,False,False,True,90.0,New or occasional,1.0666666666666667
3236,27,25-34,Female,Belt,Accessories,68,Kansas,Summer,4.0,No,Free Shipping,No,18,Venmo,Monthly,False,False,True,30.0,New or occasional,2.2666666666666666
3237,63,50+,Female,Belt,Accessories,84,South Carolina,Fall,4.1,No,Next Day Air,No,8,Cash,Monthly,False,False,False,30.0,New or occasional,2.8
3238,61,50+,Female,T-shirt,Clothing,57,Vermont,Summer,2.8,No,Express,No,4,Cash,Weekly,False,False,False,7.0,New or occasional,8.142857142857142
3239,25,25-34,Female,Sneakers,Footwear,84,Wyoming,Fall,3.4,No,2-Day Shipping,No,37,Cash,Quarterly,False,False,True,90.0,Loyal high-value,0.9333333333333333
3240,33,25-34,Female,Sunglasses,Accessories,32,Colorado,Fall,2.7,No,2-Day Shipping,No,30,Cash,Monthly,False,False,True,30.0,New or occasional,1.0666666666666667
3241,56,50+,Female,Sandals,Footwear,37,West Virginia,Fall,3.8,No,2-Day Shipping,No,37,Bank Transfer,Monthly,False,False,True,30.0,New or occasional,1.2333333333333334
3242,50,50+,Female,Handbag,Accessories,58,Connecticut,Summer,4.4,No,Store Pickup,No,30,PayPal,Quarterly,False,False,True,90.0,New or occasional,0.6444444444444445
3243,45,35-49,Female,Socks,Clothing,74,Oregon,Fall,2.8,No,Express,No,17,Venmo,Weekly,False,False,True,7.0,New or occasional,10.571428571428571
3244,45,35-49,Female,Hoodie,Clothing,99,Idaho,Summer,5.0,No,Store Pickup,No,11,Bank Transfer,Every 3 Months,False,False,True,90.0,New or occasional,1.1
3245,65,50+,Female,Sweater,Clothing,81,Arkansas,Fall,4.7,No,Express,No,42,Credit Card,Annually,False,False,True,30.0,Loyal high-value,2.7
3246,63,50+,Female,Pants,Clothing,76,Kansas,Fall,3.2,No,Next Day Air,No,20,Cash,Weekly,False,False,True,7.0,New or occasional,10.857142857142858
3247,70,50+,Female,Sneakers,Footwear,98,Michigan,Summer,2.9,No,Store Pickup,No,37,Cash,Monthly,False,False,True,30.0,Loyal high-value,3.2666666666666666
3248,53,50+,Female,Gloves,Accessories,91,Arkansas,Summer,3.7,No,Express,No,12,PayPal,Fortnightly,False,False,True,14.0,New or occasional,6.5
3249,22,Under 25,Female,T-shirt,Clothing,79,Pennsylvania,Summer,4.2,No,Free Shipping,No,41,Bank Transfer,Quarterly,False,False,True,90.0,Loyal high-value,0.8777777777777778
3250,26,25-34,Female,Backpack,Accessories,83,Virginia,Summer,3.4,No,Express,No,32,Credit Card,Quarterly,False,False,True,90.0,Loyal high-value,0.9222222222222223
3251,23,Under 25,Female,Coat,Outerwear,90,Minnesota,Spring,2.9,No,2-Day Shipping,No,15,Venmo,Weekly,False,False,True,7.0,New or occasional,12.857142857142858
3252,25,25-34,Female,Coat,Outerwear,20,Nevada,Winter,3.7,No,Standard,No,39,Venmo,Quarterly,False,False,True,90.0,New or occasional,0.2222222222222222
3253,69,50+,Female,Sandals,Footwear,21,Montana,Spring,2.7,No,Store Pickup,No,48,Credit Card,Fortnightly,False,False,True,14.0,New or occasional,1.5
3254,36,35-49,Female,Backpack,Accessories,60,Nebraska,Fall,3.2,No,2-Day Shipping,No,8,Venmo,Fortnightly,False,False,False,14.0,New or occasional,4.285714285714286
3255,21,Under 25,Female,Sweater,Clothing,31,Indiana,Winter,4.9,No,Store Pickup,No,11,Bank Transfer,Every 3 Months,False,False,True,90.0,New or occasional,0.34444444444444444
3256,57,50+,Female,Shorts,Clothing,40,New Jersey,Fall,2.8,No,Next Day Air,No,36,Bank Transfer,Monthly,False,False,True,30.0,New or occasional,1.3333333333333333
3257,60,50+,Female,Sunglasses,Accessories,26,Wisconsin,Winter,4.7,No,Free Shipping,No,50,Venmo,Every 3 Months,False,False,True,90.0,New or occasional,0.28888888888888886
3258,44,35-49,Female,Shirt,Clothing,98,Minnesota,Fall,3.3,No,Express,No,39,Venmo,Every 3 Months,False,False,True,90.0,Loyal high-value,1.0888888888888888
3259,31,25-34,Female,Shoes,Footwear,51,New Jersey,Spring,4.3,No,Express,No,11,Credit Card,Bi-Weekly,False,False,True,14.0,New or occasional,3.642857142857143
3260,57,50+,Female,Hat,Accessories,95,Oklahoma,Fall,3.7,No,2-Day Shipping,No,5,Debit Card,Every 3 Months,False,False,False,90.0,New or occasional,1.0555555555555556
3261,39,35-49,Female,Scarf,Accessories,36,Wisconsin,Summer,4.5,No,2-Day Shipping,No,7,Credit Card,Annually,False,False,False,30.0,New or occasional,1.2
3262,48,35-49,Female,Belt,Accessories,52,Rhode Island,Winter,3.4,No,Store Pickup,No,50,Debit Card,Weekly,False,False,True,7.0,New or occasional,7.428571428571429
3263,42,35-49,Female,T-shirt,Clothing,35,Indiana,Spring,2.7,No,Standard,No,21,Cash,Every 3 Months,False,False,True,90.0,New or occasional,0.3888888888888889
3264,56,50+,Female,Shorts,Clothing,68,Vermont,Fall,4.4,No,Express,No,31,Debit Card,Fortnightly,False,False,True,14.0,Loyal high-value,4.857142857142857
3265,28,25-34,Female,Pants,Clothing,50,Maine,Winter,4.0,No,Express,No,39,Cash,Bi-Weekly,False,False,True,14.0,New or occasional,3.5714285714285716
3266,40,35-49,Female,Sunglasses,Accessories,100,Alabama,Winter,3.2,No,Express,No,28,Credit Card,Fortnightly,False,False,True,14.0,Loyal high-value,7.142857142857143
3267,49,35-49,Female,Coat,Outerwear,74,Alabama,Winter,4.2,No,Next Day Air,No,33,Bank Transfer,Weekly,False,False,True,7.0,Loyal high-value,10.571428571428571
3268,37,35-49,Female,Hoodie,Clothing,45,Idaho,Winter,3.0,No,Store Pickup,No,42,Credit Card,Quarterly,False,False,True,90.0,New or occasional,0.5
3269,22,Under 25,Female,Dress,Clothing,97,Arkansas,Fall,2.8,No,Free Shipping,No,5,Bank Transfer,Every 3 Months,False,False,False,90.0,New or occasional,1.0777777777777777
3270,27,25-34,Female,Blouse,Clothing,60,Ohio,Winter,4.9,No,Express,No,25,Cash,Monthly,False,False,True,30.0,Loyal high-value,2.0
3271,59,50+,Female,Socks,Clothing,25,Illinois,Winter,4.7,No,Express,No,48,PayPal,Annually,False,False,True,30.0,New or occasional,0.8333333333333334
3272,35,35-49,Female,Socks,Clothing,55,Nevada,Spring,4.4,No,Standard,No,30,Credit Card,Weekly,False,False,True,7.0,New or occasional,7.857142857142857
3273,58,50+,Female,Shoes,Footwear,99,Texas,Winter,3.1,No,Next Day Air,No,34,PayPal,Quarterly,False,False,True,90.0,Loyal high-value,1.1
3274,58,50+,Female,Belt,Accessories,45,Nevada,Summer,2.6,No,Free Shipping,No,34,PayPal,Every 3 Months,False,False,True,90.0,New or occasional,0.5
3275,46,35-49,Female,Sweater,Clothing,20,Oklahoma,Spring,3.9,No,Store Pickup,No,14,Cash,Fortnightly,False,False,True,14.0,New or occasional,1.4285714285714286
3276,43,35-49,Female,Pants,Clothing,88,Alabama,Summer,2.6,No,2-Day Shipping,No,2,Debit Card,Weekly,False,False,False,7.0,New or occasional,12.571428571428571
3277,39,35-49,Female,Scarf,Accessories,99,South Dakota,Summer,4.0,No,Store Pickup,No,41,PayPal,Every 3 Months,False,False,True,90.0,Loyal high-value,1.1
3278,59,50+,Female,Skirt,Clothing,86,Texas,Spring,4.9,No,Store Pickup,No,3,Credit Card,Monthly,False,False,False,30.0,New or occasional,2.8666666666666667
3279,59,50+,Female,Dress,Clothing,70,Montana,Summer,3.3,No,2-Day Shipping,No,18,Bank Transfer,Weekly,False,False,True,7.0,New or occasional,10.0
3280,59,50+,Female,Hat,Accessories,50,Wyoming,Fall,3.0,No,Express,No,1,Debit Card,Fortnightly,False,False,False,14.0,New or occasional,3.5714285714285716
3281,45,35-49,Female,Handbag,Accessories,57,New York,Winter,2.7,No,Next Day Air,No,5,PayPal,Monthly,False,False,False,30.0,New or occasional,1.9
3282,27,25-34,Female,Pants,Clothing,69,Oregon,Winter,3.1,No,Free Shipping,No,41,Bank Transfer,Annually,False,False,True,30.0,Loyal high-value,2.3
3283,24,Under 25,Female,T-shirt,Clothing,94,California,Fall,4.8,No,Next Day Air,No,5,Credit Card,Monthly,False,False,False,30.0,New or occasional,3.1333333333333333
3284,47,35-49,Female,Jacket,Outerwear,24,North Carolina,Spring,2.9,No,Express,No,10,Debit Card,Every 3 Months,False,False,True,90.0,New or occasional,0.26666666666666666
3285,70,50+,Female,Scarf,Accessories,79,Kentucky,Spring,4.5,No,2-Day Shipping,No,20,Venmo,Annually,False,False,True,30.0,New or occasional,2.6333333333333333
3286,58,50+,Female,Hat,Accessories,31,Hawaii,Fall,4.6,No,Free Shipping,No,11,Cash,Weekly,False,False,True,7.0,New or occasional,4.428571428571429
3287,45,35-49,Female,Jacket,Outerwear,67,Illinois,Winter,5.0,No,Express,No,4,Venmo,Fortnightly,False,False,False,14.0,New or occasional,4.785714285714286
3288,24,Under 25,Female,Skirt,Clothing,63,West Virginia,Spring,4.3,No,2-Day Shipping,No,38,Credit Card,Weekly,False,False,True,7.0,Loyal high-value,9.0
3289,67,50+,Female,Handbag,Accessories,61,South Carolina,Spring,4.9,No,Next Day Air,No,19,Credit Card,Bi-Weekly,False,False,True,14.0,New or occasional,4.357142857142857
3290,31,25-34,Female,Backpack,Accessories,50,Montana,Summer,4.0,No,2-Day Shipping,No,16,Venmo,Every 3 Months,False,False,True,90.0,New or occasional,0.5555555555555556
3291,52,50+,Female,Coat,Outerwear,82,North Dakota,Spring,3.1,No,Free Shipping,No,2,PayPal,Monthly,False,False,False,30.0,New or occasional,2.7333333333333334
3292,29,25-34,Female,Belt,Accessories,51,New Mexico,Fall,2.6,No,2-Day Shipping,No,11,Cash,Monthly,False,False,True,30.0,New or occasional,1.7
3293,62,50+,Female,Handbag,Accessories,23,Missouri,Spring,4.9,No,Standard,No,18,Bank Transfer,Fortnightly,False,False,True,14.0,New or occasional,1.6428571428571428
3294,19,Under 25,Female,Coat,Outerwear,91,West Virginia,Spring,3.5,No,2-Day Shipping,No,47,Credit Card,Fortnightly,False,False,True,14.0,Loyal high-value,6.5
3295,62,50+,Female,Sweater,Clothing,60,South Carolina,Spring,4.5,No,Store Pickup,No,15,Bank Transfer,Bi-Weekly,False,False,True,14.0,New or occasional,4.285714285714286
3296,70,50+,Female,Blouse,Clothing,34,West Virginia,Summer,2.8,No,Next Day Air,No,15,Cash,Weekly,False,False,True,7.0,New or occasional,4.857142857142857
3297,20,Under 25,Female,Blouse,Clothing,23,Alaska,Spring,4.2,No,Next Day Air,No,47,Venmo,Quarterly,False,False,True,90.0,New or occasional,0.25555555555555554
3298,67,50+,Female,Belt,Accessories,82,West Virginia,Fall,4.1,No,Free Shipping,No,47,PayPal,Monthly,False,False,True,30.0,Loyal high-value,2.7333333333333334
3299,65,50+,Female,Jacket,Outerwear,73,New Mexico,Fall,3.5,No,Express,No,6,Bank Transfer,Every 3 Months,False,False,False,90.0,New or occasional,0.8111111111111111
3300,45,35-49,Female,Shorts,Clothing,32,South Dakota,Spring,4.0,No,2-Day Shipping,No,18,Venmo,Monthly,False,False,True,30.0,New or occasional,1.0666666666666667
3301,26,25-34,Female,Hat,Accessories,80,Oklahoma,Spring,4.0,No,Express,No,40,Bank Transfer,Bi-Weekly,False,False,True,14.0,Loyal high-value,5.714285714285714
3302,36,35-49,Female,Pants,Clothing,58,Oklahoma,Summer,2.5,No,Free Shipping,No,31,Credit Card,Fortnightly,False,False,True,14.0,New or occasional,4.142857142857143
3303,36,35-49,Female,Blouse,Clothing,82,Alabama,Winter,4.2,No,Standard,No,31,Venmo,Bi-Weekly,False,False,True,14.0,Loyal high-value,5.857142857142857
3304,20,Under 25,Female,Belt,Accessories,60,Mississippi,Summer,3.4,No,Next Day Air,No,4,Credit Card,Fortnightly,False,False,False,14.0,New or occasional,4.285714285714286
3305,30,25-34,Female,Handbag,Accessories,79,Mississippi,Fall,4.8,No,Next Day Air,No,36,Bank Transfer,Every 3 Months,False,False,True,90.0,Loyal high-value,0.8777777777777778
3306,34,25-34,Female,Hoodie,Clothing,41,Nebraska,Summer,4.9,No,Standard,No,31,PayPal,Bi-Weekly,False,False,True,14.0,New or occasional,2.9285714285714284
3307,63,50+,Female,Jacket,Outerwear,39,Colorado,Summer,3.6,No,Store Pickup,No,6,Venmo,Fortnightly,False,False,False,14.0,New or occasional,2.7857142857142856
3308,18,Under 25,Female,Scarf,Accessories,36,Pennsylvania,Winter,4.0,No,Store Pickup,No,1,Cash,Monthly,False,False,False,30.0,New or occasional,1.2
3309,55,50+,Female,Jeans,Clothing,70,Utah,Fall,2.6,No,Express,No,29,Cash,Monthly,False,False,True,30.0,Loyal high-value,2.3333333333333335
3310,48,35-49,Female,Handbag,Accessories,47,Massachusetts,Summer,3.1,No,Store Pickup,No,19,PayPal,Monthly,False,False,True,30.0,New or occasional,1.5666666666666667
3311,45,35-49,Female,Jacket,Outerwear,27,Iowa,Winter,3.6,No,Free Shipping,No,12,PayPal,Fortnightly,False,False,True,14.0,New or occasional,1.9285714285714286
3312,29,25-34,Female,Hat,Accessories,52,Florida,Summer,4.0,No,Express,No,18,Bank Transfer,Annually,False,False,True,30.0,New or occasional,1.7333333333333334
3313,55,50+,Female,Sneakers,Footwear,75,Louisiana,Summer,3.9,No,Next Day Air,No,45,Cash,Quarterly,False,False,True,90.0,Loyal high-value,0.8333333333333334
3314,55,50+,Female,Hat,Accessories,30,Kansas,Fall,3.9,No,Express,No,45,Credit Card,Monthly,False,False,True,30.0,New or occasional,1.0
3315,55,50+,Female,Socks,Clothing,94,Kansas,Spring,3.3,No,Standard,No,8,Credit Card,Quarterly,False,False,False,90.0,New or occasional,1.0444444444444445
3316,48,35-49,Female,Scarf,Accessories,68,Kentucky,Summer,2.9,No,Standard,No,4,PayPal,Every 3 Months,False,False,False,90.0,New or occasional,0.7555555555555555
3317,42,35-49,Female,Socks,Clothing,45,New Mexico,Summer,3.1,No,Free Shipping,No,5,Debit Card,Fortnightly,False,False,False,14.0,New or occasional,3.2142857142857144
3318,21,Under 25,Female,Hat,Accessories,67,North Carolina,Summer,4.7,No,Standard,No,30,Cash,Quarterly,False,False,True,90.0,Loyal high-value,0.7444444444444445
3319,45,35-49,Female,Jacket,Outerwear,46,North Dakota,Summer,3.9,No,Free Shipping,No,15,PayPal,Monthly,False,False,True,30.0,New or occasional,1.5333333333333334
3320,23,Under 25,Female,Shorts,Clothing,31,North Dakota,Summer,4.3,No,Next Day Air,No,17,Credit Card,Every 3 Months,False,False,True,90.0,New or occasional,0.34444444444444444
3321,66,50+,Female,Blouse,Clothing,44,Illinois,Fall,4.2,No,2-Day Shipping,No,45,Cash,Every 3 Months,False,False,True,90.0,New or occasional,0.4888888888888889
3322,32,25-34,Female,Coat,Outerwear,100,Maine,Winter,4.3,No,Next Day Air,No,3,Venmo,Annually,False,False,False,30.0,New or occasional,3.3333333333333335
3323,52,50+,Female,Sweater,Clothing,92,Indiana,Winter,4.6,No,Next Day Air,No,43,PayPal,Weekly,False,False,True,7.0,Loyal high-value,13.142857142857142
3324,54,50+,Female,Handbag,Accessories,78,North Dakota,Winter,3.8,No,Free Shipping,No,4,Credit Card,Monthly,False,False,False,30.0,New or occasional,2.6
3325,37,35-49,Female,T-shirt,Clothing,32,Missouri,Fall,3.3,No,Standard,No,41,Venmo,Weekly,False,False,True,7.0,New or occasional,4.571428571428571
3326,29,25-34,Female,Sandals,Footwear,97,Alaska,Fall,3.7,No,2-Day Shipping,No,16,Venmo,Monthly,False,False,True,30.0,New or occasional,3.2333333333333334
3327,47,35-49,Female,Gloves,Accessories,95,North Dakota,Summer,4.3,No,Standard,No,10,Debit Card,Annually,False,False,True,30.0,New or occasional,3.1666666666666665
3328,47,35-49,Female,Shorts,Clothing,64,Connecticut,Spring,4.1,No,Express,No,2,Debit Card,Quarterly,False,False,False,90.0,New or occasional,0.7111111111111111
3329,42,35-49,Female,Sandals,Footwear,35,Wisconsin,Spring,3.2,No,Free Shipping,No,11,Cash,Bi-Weekly,False,False,True,14.0,New or occasional,2.5
3330,34,25-34,Female,Backpack,Accessories,54,New Jersey,Winter,3.8,No,Express,No,1,Debit Card,Bi-Weekly,False,False,False,14.0,New or occasional,3.857142857142857
3331,38,35-49,Female,Sneakers,Footwear,96,Missouri,Spring,3.2,No,2-Day Shipping,No,41,Bank Transfer,Quarterly,False,False,True,90.0,Loyal high-value,1.0666666666666667
3332,55,50+,Female,Sunglasses,Accessories,58,California,Summer,3.5,No,Free Shipping,No,39,PayPal,Quarterly,False,False,True,90.0,New or occasional,0.6444444444444445
3333,27,25-34,Female,T-shirt,Clothing,23,Washington,Summer,3.1,No,2-Day Shipping,No,1,PayPal,Bi-Weekly,False,False,False,14.0,New or occasional,1.6428571428571428
3334,55,50+,Female,Jeans,Clothing,35,Minnesota,Spring,4.2,No,Express,No,3,PayPal,Monthly,False,False,False,30.0,New or occasional,1.1666666666666667
3335,66,50+,Female,Shirt,Clothing,23,California,Summer,3.4,No,Free Shipping,No,21,Credit Card,Annually,False,False,True,30.0,New or occasional,0.7666666666666667
3336,44,35-49,Female,Hat,Accessories,94,Texas,Winter,3.5,No,Express,No,48,Bank Transfer,Quarterly,False,False,True,90.0,Loyal high-value,1.0444444444444445
3337,39,35-49,Female,Blouse,Clothing,45,Montana,Fall,4.0,No,Free Shipping,No,24,Debit Card,Annually,False,False,True,30.0,New or occasional,1.5
3338,23,Under 25,Female,Jacket,Outerwear,23,Arizona,Winter,4.4,No,2-Day Shipping,No,45,Bank Transfer,Bi-Weekly,False,False,True,14.0,New or occasional,1.6428571428571428
3339,29,25-34,Female,Skirt,Clothing,94,Minnesota,Winter,2.9,No,2-Day Shipping,No,46,Credit Card,Monthly,False,False,True,30.0,Loyal high-value,3.1333333333333333
3340,20,Under 25,Female,Gloves,Accessories,99,Nebraska,Fall,3.6,No,Store Pickup,No,35,Cash,Fortnightly,False,False,True,14.0,Loyal high-value,7.071428571428571
3341,42,35-49,Female,T-shirt,Clothing,36,Virginia,Fall,4.4,No,Free Shipping,No,47,Credit Card,Fortnightly,False,False,True,14.0,New or occasional,2.5714285714285716
3342,55,50+,Female,Jacket,Outerwear,50,Connecticut,Summer,4.5,No,Standard,No,35,Credit Card,Monthly,False,False,True,30.0,New or occasional,1.6666666666666667
3343,66,50+,Female,Jacket,Outerwear,81,New Jersey,Spring,3.8,No,Free Shipping,No,45,Credit Card,Weekly,False,False,True,7.0,Loyal high-value,11.571428571428571
3344,24,Under 25,Female,Shorts,Clothing,31,Kentucky,Winter,3.6,No,2-Day Shipping,No,6,Cash,Bi-Weekly,False,False,False,14.0,New or occasional,2.2142857142857144
3345,62,50+,Female,Hat,Accessories,48,Washington,Fall,4.3,No,Free Shipping,No,20,Cash,Annually,False,False,True,30.0,New or occasional,1.6
